-250 -2.83926 0
-250 -2.81368 0
-250 -2.78811 0
-250 -2.76254 0
-250 -2.73696 0
-250 -2.71139 0
-250 -2.68582 0
-250 -2.66025 0
-250 -2.63467 0
-250 -2.6091 0
-250 -2.58353 0
-250 -2.55795 0
-250 -2.53238 0
-250 -2.50681 0
-250 -2.48123 0
-250 -2.45566 0
-250 -2.43009 0
-250 -2.40452 0
-250 -2.37894 0
-250 -2.35337 0
-250 -2.3278 0
-250 -2.30222 0
-250 -2.27665 0
-250 -2.25108 0
-250 -2.22551 0
-250 -2.19993 1
-250 -2.17436 6
-250 -2.14879 34
-250 -2.12321 133
-250 -2.09764 422
-250 -2.07207 561
-250 -2.0465 262
-250 -2.02092 14
-250 -1.99535 0
-250 -1.96978 0
-250 -1.9442 0
-250 -1.91863 0
-250 -1.89306 0
-250 -1.86749 0
-250 -1.84191 0
-250 -1.81634 0
-250 -1.79077 0
-250 -1.76519 0
-250 -1.73962 0
-250 -1.71405 0
-250 -1.68848 0
-250 -1.6629 0
-250 -1.63733 0
-250 -1.61176 0
-250 -1.58618 0
-250 -1.56061 0
-250 -1.53504 0
-250 -1.50947 0
-250 -1.48389 0
-250 -1.45832 0
-250 -1.43275 0
-250 -1.40717 0
-250 -1.3816 0
-250 -1.35603 0
-250 -1.33046 0
-250 -1.30488 0
-250 -1.27931 0
-250 -1.25374 0
-250 -1.22816 0
-250 -1.20259 0
-250 -1.17702 0
-250 -1.15144 0
-250 -1.12587 0
-250 -1.1003 0
-250 -1.07473 0
-250 -1.04915 0
-250 -1.02358 0
-250 -0.998008 0
-250 -0.972435 0
-250 -0.946862 0
-250 -0.921289 0
-250 -0.895716 0
-250 -0.870143 0
-250 -0.84457 0
-250 -0.818997 0
-250 -0.793424 0
-250 -0.767852 0
-250 -0.742279 0
-250 -0.716706 0
-250 -0.691133 0
-250 -0.66556 0
-250 -0.639987 0
-250 -0.614414 0
-250 -0.588841 0
-250 -0.563268 0
-250 -0.537696 0
-250 -0.512123 0
-250 -0.48655 0
-250 -0.460977 0
-250 -0.435404 0
-250 -0.409831 1
-250 -0.384258 0
-250 -0.358685 0
-250 -0.333112 2
-250 -0.30754 7
-250 -0.281967 13
-250 -0.256394 18
-250 -0.230821 44
-250 -0.205248 77
-250 -0.179675 104
-250 -0.154102 166
-250 -0.128529 232
-250 -0.102956 290
-250 -0.0773836 359
-250 -0.0518107 422
-250 -0.0262378 465
-250 -0.000664945 453
-250 0.0249079 452
-250 0.0504808 370
-250 0.0760537 339
-250 0.101627 227
-250 0.127199 172
-250 0.152772 117
-250 0.178345 81
-250 0.203918 43
-250 0.229491 20
-250 0.255064 12
-250 0.280637 7
-250 0.30621 5
-250 0.331783 0
-250 0.357355 1
-250 0.382928 0
-250 0.408501 0
-250 0.434074 0
-250 0.459647 0
-250 0.48522 0
-250 0.510793 0
-250 0.536366 0
-250 0.561939 0
-250 0.587511 0
-250 0.613084 0
-250 0.638657 0
-250 0.66423 0
-250 0.689803 0
-250 0.715376 0
-250 0.740949 0
-250 0.766522 0
-250 0.792095 0
-250 0.817667 0
-250 0.84324 0
-250 0.868813 0
-250 0.894386 0
-250 0.919959 0
-250 0.945532 0
-250 0.971105 0
-250 0.996678 0
-250 1.02225 0
-250 1.04782 0
-250 1.0734 0
-250 1.09897 0
-250 1.12454 0
-250 1.15011 0
-250 1.17569 0
-250 1.20126 0
-250 1.22683 0
-250 1.25241 0
-250 1.27798 0
-250 1.30355 0
-250 1.32913 0
-250 1.3547 0
-250 1.38027 0
-250 1.40584 0
-250 1.43142 0
-250 1.45699 0
-250 1.48256 0
-250 1.50814 0
-250 1.53371 0
-250 1.55928 0
-250 1.58485 0
-250 1.61043 0
-250 1.636 0
-250 1.66157 0
-250 1.68715 0
-250 1.71272 0
-250 1.73829 0
-250 1.76386 0
-250 1.78944 0
-250 1.81501 0
-250 1.84058 0
-250 1.86616 0
-250 1.89173 0
-250 1.9173 0
-250 1.94287 0
-250 1.96845 0
-250 1.99402 0
-250 2.01959 0
-250 2.04517 0
-250 2.07074 0
-250 2.09631 0
-250 2.12188 0
-250 2.14746 0
-250 2.17303 0
-250 2.1986 0
-250 2.22418 0
-250 2.24975 0

-246.231 -2.83926 0
-246.231 -2.81368 0
-246.231 -2.78811 0
-246.231 -2.76254 0
-246.231 -2.73696 0
-246.231 -2.71139 0
-246.231 -2.68582 0
-246.231 -2.66025 0
-246.231 -2.63467 0
-246.231 -2.6091 0
-246.231 -2.58353 0
-246.231 -2.55795 0
-246.231 -2.53238 0
-246.231 -2.50681 0
-246.231 -2.48123 0
-246.231 -2.45566 0
-246.231 -2.43009 0
-246.231 -2.40452 0
-246.231 -2.37894 0
-246.231 -2.35337 0
-246.231 -2.3278 0
-246.231 -2.30222 0
-246.231 -2.27665 0
-246.231 -2.25108 0
-246.231 -2.22551 0
-246.231 -2.19993 1
-246.231 -2.17436 5
-246.231 -2.14879 35
-246.231 -2.12321 152
-246.231 -2.09764 389
-246.231 -2.07207 593
-246.231 -2.0465 249
-246.231 -2.02092 9
-246.231 -1.99535 0
-246.231 -1.96978 0
-246.231 -1.9442 0
-246.231 -1.91863 0
-246.231 -1.89306 0
-246.231 -1.86749 0
-246.231 -1.84191 0
-246.231 -1.81634 0
-246.231 -1.79077 0
-246.231 -1.76519 0
-246.231 -1.73962 0
-246.231 -1.71405 0
-246.231 -1.68848 0
-246.231 -1.6629 0
-246.231 -1.63733 0
-246.231 -1.61176 0
-246.231 -1.58618 0
-246.231 -1.56061 0
-246.231 -1.53504 0
-246.231 -1.50947 0
-246.231 -1.48389 0
-246.231 -1.45832 0
-246.231 -1.43275 0
-246.231 -1.40717 0
-246.231 -1.3816 0
-246.231 -1.35603 0
-246.231 -1.33046 0
-246.231 -1.30488 0
-246.231 -1.27931 0
-246.231 -1.25374 0
-246.231 -1.22816 0
-246.231 -1.20259 0
-246.231 -1.17702 0
-246.231 -1.15144 0
-246.231 -1.12587 0
-246.231 -1.1003 0
-246.231 -1.07473 0
-246.231 -1.04915 0
-246.231 -1.02358 0
-246.231 -0.998008 0
-246.231 -0.972435 0
-246.231 -0.946862 0
-246.231 -0.921289 0
-246.231 -0.895716 0
-246.231 -0.870143 0
-246.231 -0.84457 0
-246.231 -0.818997 0
-246.231 -0.793424 0
-246.231 -0.767852 0
-246.231 -0.742279 0
-246.231 -0.716706 0
-246.231 -0.691133 0
-246.231 -0.66556 0
-246.231 -0.639987 0
-246.231 -0.614414 0
-246.231 -0.588841 0
-246.231 -0.563268 0
-246.231 -0.537696 0
-246.231 -0.512123 0
-246.231 -0.48655 0
-246.231 -0.460977 0
