7.88628 2 0.015525 2.01061e-102 0 -nan 3.12517e-14 
8.15335 1 0.0069305 2.3611e-103 0 -nan 3.66995e-15 
8.42043 0 0.00288085 2.58181e-104 0 -nan 4.01301e-16 
8.6875 0 0.00111506 2.62879e-105 0 -nan 4.08604e-17 
8.95458 0 0.000401882 2.49236e-106 0 -nan 3.87397e-18 
9.22166 0 0.000134872 2.20032e-107 0 -nan 3.42005e-19 
9.48873 0 4.21469e-05 1.80878e-108 0 -nan 2.81145e-20 
9.75581 0 1.2264e-05 1.38454e-109 0 -nan 2.15204e-21 
10.0229 0 3.32293e-06 9.86843e-111 0 -nan 1.53389e-22 
10.29 0 8.38363e-07 6.54957e-112 0 -nan 1.01803e-23 
10.557 0 1.96954e-07 4.04762e-113 0 -nan 6.29138e-25 
10.8241 0 4.30845e-08 2.32921e-114 0 -nan 3.62039e-26 
11.0912 0 8.77603e-09 1.24807e-115 0 -nan 1.93993e-27 
11.3583 0 1.66455e-09 6.22722e-117 0 -nan 9.67921e-29 
11.6253 0 2.93981e-10 2.89314e-118 0 -nan 4.49693e-30 
11.8924 0 4.83464e-11 1.25161e-119 0 -nan 1.94542e-31 
12.1595 0 7.40338e-12 5.04182e-121 0 -nan 7.83671e-33 
12.4266 0 1.05565e-12 1.89117e-122 0 -nan 2.93952e-34 
12.6936 0 1.40162e-13 6.60533e-124 0 -nan 1.02669e-35 
12.9607 0 1.73285e-14 2.14823e-125 0 -nan 3.33908e-37 
13.2278 0 1.99488e-15 6.50563e-127 0 -nan 1.0112e-38 
13.4949 0 2.13842e-16 1.83451e-128 0 -nan 2.85145e-40 
13.7619 0 2.13448e-17 4.81696e-130 0 -nan 7.4872e-42 
14.029 0 1.98387e-18 1.17774e-131 0 -nan 1.8306e-43 
14.2961 0 1.71695e-19 2.6813e-133 0 -nan 4.16765e-45 
14.5632 0 1.38364e-20 5.68415e-135 0 -nan 8.8351e-47 
14.8302 0 1.03827e-21 1.12204e-136 0 -nan 1.74403e-48 
15.0973 0 7.25473e-23 2.06239e-138 0 -nan 3.20565e-50 
15.3644 0 4.72012e-24 3.52986e-140 0 -nan 5.48659e-52 
15.6315 0 2.85962e-25 5.62555e-142 0 -nan 8.74402e-54 
15.8985 0 1.61319e-26 8.34825e-144 0 -nan 1.2976e-55 
16.1656 0 8.47389e-28 1.15358e-145 0 -nan 1.79306e-57 
16.4327 0 4.1448e-29 1.4843e-147 0 -nan 2.30711e-59 
16.6998 0 1.88776e-30 1.77836e-149 0 -nan 2.76417e-61 
16.9668 0 8.00593e-32 1.98399e-151 0 -nan 3.08379e-63 
17.2339 0 3.16154e-33 2.06101e-153 0 -nan 3.20351e-65 
17.501 0 1.16254e-34 1.99362e-155 0 -nan 3.09877e-67 
17.7681 0 3.98053e-36 1.79568e-157 0 -nan 2.79109e-69 
18.0351 0 1.2691e-37 1.50604e-159 0 -nan 2.3409e-71 
18.3022 0 3.76765e-39 1.17616e-161 0 -nan 1.82815e-73 
18.5693 0 1.04152e-40 8.55299e-164 0 -nan 1.32942e-75 
18.8364 0 2.68095e-42 5.79151e-166 0 -nan 9.00198e-78 
19.1034 0 6.42586e-44 3.65164e-168 0 -nan 5.67589e-80 
19.3705 0 1.43415e-45 2.14391e-170 0 -nan 3.33237e-82 
19.6376 0 2.98046e-47 1.17205e-172 0 -nan 1.82177e-84 
19.9047 0 5.76756e-49 5.96637e-175 0 -nan 9.27377e-87 
20.1717 0 1.03926e-50 2.8281e-177 14 0.000200049 4.39583e-89 
20.4388 0 1.74372e-52 1.24825e-179 54 0.281173 1.94021e-91 
20.7059 0 2.72428e-54 5.13017e-182 74 0.970095 7.97403e-94 
20.973 0 3.96323e-56 1.96329e-184 39 0.721742 3.05161e-96 
21.24 0 5.3687e-58 6.99612e-187 7 0.232415 1.08743e-98 
21.5071 0 6.77191e-60 2.32142e-189 2 0.0427173 3.60827e-101 
21.7742 0 7.95381e-62 7.17251e-192 0 0.00517138 1.11485e-103 
22.0413 0 8.69885e-64 2.06353e-194 0 0.000449139 3.20743e-106 
22.3083 0 8.85871e-66 5.52807e-197 0 2.95899e-05 8.59249e-109 
