-4.1321 0 0.686173 1.26133e-92 0 -nan 0.000196054 
-3.86502 0 0.525143 3.66961e-92 0 -nan 0.000570382 
-3.59795 0 0.374234 9.94104e-92 0 -nan 0.00154518 
-3.33087 0 0.248331 2.50765e-91 0 -nan 0.00389773 
-3.0638 0 0.153441 5.8901e-91 0 -nan 0.00915522 
-2.79672 0 0.0882825 1.28825e-90 2 -nan 0.0200238 
-2.52965 0 0.0472965 2.62363e-90 2 -nan 0.0407801 
-2.26257 0 0.0235943 4.97537e-90 7 -nan 0.0773342 
-1.9955 0 0.0109599 8.78559e-90 8 -nan 0.136558 
-1.72842 0 0.00474053 1.44457e-89 11 -nan 0.224535 
-1.46135 0 0.00190928 2.21171e-89 23 -nan 0.343775 
-1.19427 0 0.000716037 3.15311e-89 30 -nan 0.490101 
-0.927198 0 0.000250048 4.18575e-89 41 -nan 0.650608 
-0.660123 0 8.1308e-05 5.17404e-89 49 -nan 0.804221 
-0.393048 0 2.46187e-05 5.95536e-89 63 -nan 0.925665 
-0.125973 0 6.94096e-06 6.38276e-89 58 -nan 0.992097 
0.141102 0 7.47129e-06 6.36987e-89 50 -nan 0.990094 
0.408177 0 2.63929e-05 5.91937e-89 58 -nan 0.920071 
0.675253 0 8.68159e-05 5.12203e-89 59 -nan 0.796138 
0.942328 0 0.00026591 4.12697e-89 40 -nan 0.641471 
1.2094 0 0.000758389 3.0963e-89 37 -nan 0.48127 
1.47648 0 0.00201406 2.1631e-89 22 -nan 0.336219 
1.74355 1 0.0049805 1.40712e-89 23 -nan 0.218714 
2.01063 1 0.0114683 8.52333e-90 7 -nan 0.132481 
2.2777 2 0.0245891 4.80739e-90 2 -nan 0.0747231 
2.54478 2 0.0490921 2.52483e-90 3 -nan 0.0392444 
2.81185 5 0.0912645 1.23474e-90 1 -nan 0.0191921 
3.07893 16 0.157985 5.62266e-91 0 -nan 0.00873952 
3.346 17 0.254653 2.38413e-91 1 -nan 0.00370575 
3.61308 31 0.382214 9.41329e-92 0 -nan 0.00146314 
3.88015 54 0.534177 3.46078e-92 0 -nan 0.000537923 
4.14723 49 0.695163 1.18476e-92 0 -nan 0.000184151 
4.4143 62 0.842383 3.77665e-93 0 -nan 5.87019e-05 
4.68138 81 0.950507 1.121e-93 0 -nan 1.74241e-05 
4.94845 88 0.998672 3.09833e-94 0 -nan 4.81585e-06 
5.21553 91 0.977041 7.9739e-95 0 -nan 1.23942e-06 
5.4826 65 0.890072 1.9109e-95 0 -nan 2.97018e-07 
5.74968 72 0.755021 4.26408e-96 0 -nan 6.62782e-08 
6.01675 47 0.59637 8.86003e-97 0 -nan 1.37715e-08 
6.28383 42 0.438626 1.71422e-97 0 -nan 2.66449e-09 
6.5509 21 0.300396 3.08832e-98 0 -nan 4.80029e-10 
6.81798 13 0.191566 5.18082e-99 0 -nan 8.05276e-11 
7.08505 17 0.113753 8.09278e-100 0 -nan 1.25789e-11 
7.35213 4 0.062897 1.17711e-100 0 -nan 1.82964e-12 
7.6192 2 0.0323832 1.59427e-101 0 -nan 2.47804e-13 
