0 203.069
0.0313895 203.453
0.062779 203.027
0.0941685 202.384
0.125558 203.412
0.156948 202.187
0.188337 201.844
0.219727 200.668
0.251116 201.647
0.282506 202.487
0.313895 202.612
0.345285 203.026
0.376674 203.788
0.408064 203.478
0.439453 203.661
0.470843 204.21
0.502232 203.521
0.533622 203.297
0.565011 203.75
0.596401 202.942
0.62779 201.332
0.65918 202.989
0.690569 202.595
0.721959 201.998
0.753348 201.548
0.784738 203.266
0.816127 203.05
0.847517 203.276
0.878906 204.376
0.910296 203.296
0.941685 203.607
0.973075 203.703
1.00446 204.02
1.03585 203.651
1.06724 202.08
1.09863 203.051
1.13002 203.068
1.16141 203.787
1.1928 202.601
1.22419 202.348
1.25558 203.752
1.28697 203.026
1.31836 204.353
1.34975 204.999
1.38114 205.551
1.41253 204.421
1.44392 204.945
1.47531 203.842
1.5067 204.786
1.53809 204.583
1.56948 203.82
1.60086 205.313
1.63225 203.765
1.66364 204.065
1.69503 204.123
1.72642 204.534
1.75781 203.579
1.7892 204.341
