-250 0
-249.634 0
-249.268 0
-248.901 0
-248.535 0
-248.169 0
-247.803 0
-247.437 0
-247.07 0
-246.704 0
-246.338 0
-245.972 0
-245.605 0
-245.239 0
-244.873 0
-244.507 0
-244.141 0
-243.774 0
-243.408 0
-243.042 0
-242.676 0
-242.31 0
-241.943 0
-241.577 0
-241.211 0
-240.845 0
-240.479 0
-240.112 0
-239.746 0
-239.38 0
-239.014 0
-238.647 0
-238.281 0
-237.915 0
-237.549 0
-237.183 0
-236.816 0
-236.45 0
-236.084 0
-235.718 0
-235.352 0
-234.985 0
-234.619 0
-234.253 0
-233.887 0
-233.521 0
-233.154 0
-232.788 0
-232.422 0
-232.056 0
-231.689 0
-231.323 0
-230.957 0
-230.591 0
-230.225 0
-229.858 0
-229.492 0
-229.126 0
-228.76 0
-228.394 0
-228.027 0
-227.661 0
-227.295 0
-226.929 0
-226.562 0
-226.196 0
-225.83 0
-225.464 0
-225.098 0
-224.731 0
-224.365 0
-223.999 0
-223.633 0
-223.267 0
-222.9 0
-222.534 0
-222.168 0
-221.802 0
-221.436 0
-221.069 0
-220.703 0
-220.337 0
-219.971 0
-219.604 0
-219.238 0
-218.872 0
-218.506 0
-218.14 0
-217.773 0
-217.407 0
-217.041 0
-216.675 0
-216.309 0
-215.942 0
-215.576 0
-215.21 0
-214.844 0
-214.478 0
-214.111 0
-213.745 0
-213.379 0
-213.013 0
-212.646 0
-212.28 0
-211.914 0
-211.548 0
-211.182 0
-210.815 0
-210.449 0
-210.083 0
-209.717 0
-209.351 0
-208.984 0
-208.618 0
-208.252 0
-207.886 0
-207.52 0
-207.153 0
-206.787 0
-206.421 0
-206.055 0
-205.688 0
-205.322 0
-204.956 0
-204.59 0
-204.224 0
-203.857 0
-203.491 0
-203.125 0
-202.759 0
-202.393 0
-202.026 0
-201.66 0
-201.294 0
-200.928 0
-200.562 0
-200.195 0
-199.829 0
-199.463 0
-199.097 0
-198.73 0
-198.364 0
-197.998 0
-197.632 0
-197.266 0
-196.899 0
-196.533 0
-196.167 0
-195.801 0
-195.435 0
-195.068 0
-194.702 0
-194.336 0
-193.97 0
-193.604 0
-193.237 0
-192.871 0
-192.505 0
-192.139 0
-191.772 0
-191.406 0
-191.04 0
-190.674 0
-190.308 0
-189.941 0
-189.575 0
-189.209 0
-188.843 0
-188.477 0
-188.11 0
-187.744 0
-187.378 0
-187.012 0
-186.646 0
-186.279 0
-185.913 0
-185.547 0
-185.181 0
-184.814 0
-184.448 0
-184.082 0
-183.716 0
-183.35 0
-182.983 0
-182.617 0
-182.251 0
-181.885 0
-181.519 0
-181.152 0
-180.786 0
-180.42 0
-180.054 0
-179.688 0
-179.321 0
-178.955 0
-178.589 0
-178.223 0
-177.856 0
-177.49 0
-177.124 0
-176.758 0
-176.392 0
-176.025 0
-175.659 0
-175.293 0
-174.927 0
-174.561 0
-174.194 0
-173.828 0
-173.462 0
-173.096 0
-172.729 0
-172.363 0
-171.997 0
-171.631 0
-171.265 0
-170.898 0
-170.532 0
-170.166 0
-169.8 0
-169.434 0
-169.067 0
-168.701 0
-168.335 0
-167.969 0
-167.603 0
-167.236 0
-166.87 0
-166.504 0
-166.138 0
-165.771 0
-165.405 0
-165.039 0
-164.673 0
-164.307 0
-163.94 0
-163.574 0
-163.208 0
-162.842 0
-162.476 0
-162.109 0
-161.743 0
-161.377 0
-161.011 0
-160.645 0
-160.278 0
-159.912 0
-159.546 0
-159.18 0
-158.813 0
-158.447 0
-158.081 0
-157.715 0
-157.349 0
-156.982 0
-156.616 0
-156.25 0
-155.884 0
-155.518 0
-155.151 0
-154.785 0
-154.419 0
-154.053 0
-153.687 0
-153.32 0
-152.954 0
-152.588 0
-152.222 0
-151.855 0
-151.489 0
-151.123 0
-150.757 0
-150.391 0
-150.024 0
-149.658 0
-149.292 0
-148.926 0
-148.56 0
-148.193 0
-147.827 0
-147.461 0
-147.095 0
-146.729 0
-146.362 0
-145.996 0
-145.63 0
-145.264 0
-144.897 0
-144.531 0
-144.165 0
-143.799 0
-143.433 0
-143.066 0
-142.7 0
-142.334 0
-141.968 0
-141.602 0
-141.235 0
-140.869 0
-140.503 0
-140.137 0
-139.771 0
-139.404 0
-139.038 0
-138.672 0
-138.306 0
-137.939 0
-137.573 0
-137.207 0
-136.841 0
-136.475 0
-136.108 0
-135.742 0
-135.376 0
-135.01 0
-134.644 0
-134.277 0
-133.911 0
-133.545 0
-133.179 0
-132.812 0
-132.446 0
-132.08 0
-131.714 0
-131.348 0
-130.981 0
-130.615 0
-130.249 0
-129.883 0
-129.517 0
-129.15 0
-128.784 0
-128.418 0
-128.052 0
-127.686 0
-127.319 0
-126.953 0
-126.587 0
-126.221 0
-125.854 0
-125.488 0
-125.122 0
-124.756 0
-124.39 0
-124.023 0
-123.657 0
-123.291 0
-122.925 0
-122.559 0
-122.192 0
-121.826 0
-121.46 0
-121.094 0
-120.728 0
-120.361 0
-119.995 0
-119.629 0
-119.263 0
-118.896 0
-118.53 0
-118.164 0
-117.798 0
-117.432 0
-117.065 0
-116.699 0
-116.333 0
-115.967 0
-115.601 0
-115.234 0
-114.868 0
-114.502 0
-114.136 0
-113.77 0
-113.403 0
-113.037 0
-112.671 0
-112.305 0
-111.938 0
-111.572 0
-111.206 0
-110.84 0
-110.474 0
-110.107 0
-109.741 0
-109.375 0
-109.009 0
-108.643 0
-108.276 0
-107.91 0
-107.544 0
-107.178 0
-106.812 0
-106.445 0
-106.079 0
-105.713 0
-105.347 0
-104.98 0
-104.614 0
-104.248 0
-103.882 0
-103.516 0
-103.149 0
-102.783 0
-102.417 0
-102.051 0
-101.685 0
-101.318 0
-100.952 0
-100.586 0
-100.22 0
-99.8535 0
-99.4873 0
-99.1211 0
-98.7549 0
-98.3887 0
-98.0225 0
-97.6562 0
-97.29 0
-96.9238 0
-96.5576 0
-96.1914 0
-95.8252 0
-95.459 0
-95.0928 0
-94.7266 0
-94.3604 0
-93.9941 0
-93.6279 0
-93.2617 0
-92.8955 0
-92.5293 0
