-250 2.67524e-05 6.91585e-309 -0.0149207 
-249.634 2.67783e-05 0.00546054 -0.0149109 
-249.268 2.68222e-05 0.0109175 -0.0149011 
-248.901 2.67956e-05 0.0163708 -0.0148913 
-248.535 2.677e-05 0.0218206 -0.0148815 
-248.169 2.6767e-05 0.0272668 -0.0148717 
-247.803 2.68003e-05 0.0327093 -0.0148619 
-247.437 2.68113e-05 0.0381483 -0.014852 
-247.07 2.67669e-05 0.0435837 -0.0148422 
-246.704 2.67574e-05 0.0490155 -0.0148324 
-246.338 2.67888e-05 0.0544437 -0.0148226 
-245.972 2.68311e-05 0.0598683 -0.0148128 
-245.605 2.67824e-05 0.0652893 -0.014803 
-245.239 2.67597e-05 0.0707068 -0.0147932 
-244.873 2.67671e-05 0.0761206 -0.0147834 
-244.507 2.68029e-05 0.0815309 -0.0147736 
-244.141 2.68099e-05 0.0869375 -0.0147638 
-243.774 2.67765e-05 0.0923406 -0.0147539 
-243.408 2.67658e-05 0.09774 -0.0147441 
-243.042 2.67869e-05 0.103136 -0.0147343 
-242.676 2.68262e-05 0.108528 -0.0147245 
-242.31 2.67761e-05 0.113917 -0.0147147 
-241.943 2.67581e-05 0.119302 -0.0147049 
-241.577 2.67722e-05 0.124683 -0.0146951 
-241.211 2.68166e-05 0.130061 -0.0146853 
-240.845 2.68129e-05 0.135436 -0.0146755 
-240.479 2.67672e-05 0.140806 -0.0146657 
-240.112 2.67556e-05 0.146174 -0.0146559 
-239.746 2.67867e-05 0.151537 -0.0146461 
-239.38 2.68273e-05 0.156897 -0.0146362 
-239.014 2.67707e-05 0.162253 -0.0146264 
-238.647 2.67656e-05 0.167606 -0.0146166 
-238.281 2.67819e-05 0.172955 -0.0146068 
-237.915 2.68118e-05 0.178301 -0.014597 
-237.549 2.67987e-05 0.183643 -0.0145872 
-237.183 2.67638e-05 0.188981 -0.0145774 
-236.816 2.67575e-05 0.194316 -0.0145676 
-236.45 2.67926e-05 0.199647 -0.0145578 
-236.084 2.68348e-05 0.204975 -0.014548 
-235.718 2.67813e-05 0.210299 -0.0145381 
-235.352 2.67596e-05 0.215619 -0.0145283 
-234.985 2.67752e-05 0.220936 -0.0145185 
-234.619 2.68127e-05 0.22625 -0.0145087 
-234.253 2.67937e-05 0.231559 -0.0144989 
-233.887 2.6765e-05 0.236865 -0.0144891 
-233.521 2.67698e-05 0.242168 -0.0144793 
-233.154 2.68044e-05 0.247467 -0.0144695 
-232.788 2.68229e-05 0.252762 -0.0144597 
-232.422 2.67695e-05 0.258054 -0.0144499 
-232.056 2.67554e-05 0.263342 -0.01444 
-231.689 2.67734e-05 0.268626 -0.0144302 
-231.323 2.68157e-05 0.273907 -0.0144204 
-230.957 2.67985e-05 0.279184 -0.0144106 
-230.591 2.67728e-05 0.284458 -0.0144008 
-230.225 2.67651e-05 0.289728 -0.014391 
-229.858 2.67972e-05 0.294995 -0.0143812 
-229.492 2.68161e-05 0.300258 -0.0143714 
-229.126 2.67681e-05 0.305517 -0.0143616 
-228.76 2.67583e-05 0.310773 -0.0143518 
-228.394 2.67887e-05 0.316025 -0.014342 
-228.027 2.68305e-05 0.321274 -0.0143322 
-227.661 2.67876e-05 0.326519 -0.0143223 
-227.295 2.67608e-05 0.33176 -0.0143125 
-226.929 2.67645e-05 0.336998 -0.0143027 
-226.562 2.67995e-05 0.342232 -0.0142929 
-226.196 2.68136e-05 0.347463 -0.0142831 
-225.83 2.67764e-05 0.35269 -0.0142733 
-225.464 2.67679e-05 0.357913 -0.0142635 
-225.098 2.67847e-05 0.363133 -0.0142537 
-224.731 2.68221e-05 0.368349 -0.0142439 
-224.365 2.67779e-05 0.373562 -0.014234 
-223.999 2.67565e-05 0.378771 -0.0142242 
-223.633 2.6768e-05 0.383977 -0.0142144 
-223.267 2.68117e-05 0.389179 -0.0142046 
-222.9 2.68194e-05 0.394377 -0.0141948 
-222.534 2.67691e-05 0.399572 -0.014185 
-222.168 2.67564e-05 0.404763 -0.0141752 
-221.802 2.67843e-05 0.40995 -0.0141654 
-221.436 2.68253e-05 0.415134 -0.0141556 
-221.069 2.6778e-05 0.420314 -0.0141458 
-220.703 2.67672e-05 0.425491 -0.014136 
-220.337 2.67813e-05 0.430664 -0.0141262 
-219.971 2.68084e-05 0.435834 -0.0141163 
-219.604 2.68033e-05 0.441 -0.0141065 
-219.238 2.67649e-05 0.446162 -0.0140967 
