-250 -28.3926 0
-250 -28.1072 0
-250 -27.8218 0
-250 -27.5365 0
-250 -27.2511 0
-250 -26.9658 0
-250 -26.6804 0
-250 -26.3951 0
-250 -26.1097 0
-250 -25.8244 0
-250 -25.539 0
-250 -25.2537 0
-250 -24.9683 0
-250 -24.683 0
-250 -24.3976 0
-250 -24.1123 0
-250 -23.8269 0
-250 -23.5416 0
-250 -23.2562 0
-250 -22.9709 0
-250 -22.6855 0
-250 -22.4002 0
-250 -22.1148 0
-250 -21.8295 0
-250 -21.5441 0
-250 -21.2587 0
-250 -20.9734 0
-250 -20.688 0
-250 -20.4027 0
-250 -20.1173 0
-250 -19.832 0
-250 -19.5466 0
-250 -19.2613 0
-250 -18.9759 0
-250 -18.6906 0
-250 -18.4052 0
-250 -18.1199 0
-250 -17.8345 0
-250 -17.5492 0
-250 -17.2638 0
-250 -16.9785 0
-250 -16.6931 0
-250 -16.4078 0
-250 -16.1224 0
-250 -15.8371 0
-250 -15.5517 0
-250 -15.2663 0
-250 -14.981 0
-250 -14.6956 0
-250 -14.4103 0
-250 -14.1249 0
-250 -13.8396 0
-250 -13.5542 0
-250 -13.2689 0
-250 -12.9835 0
-250 -12.6982 0
-250 -12.4128 0
-250 -12.1275 0
-250 -11.8421 0
-250 -11.5568 0
-250 -11.2714 0
-250 -10.9861 0
-250 -10.7007 0
-250 -10.4154 0
-250 -10.13 0
-250 -9.84465 0
-250 -9.5593 0
-250 -9.27395 0
-250 -8.9886 0
-250 -8.70324 0
-250 -8.41789 0
-250 -8.13254 0
-250 -7.84719 0
-250 -7.56184 0
-250 -7.27648 0
-250 -6.99113 0
-250 -6.70578 0
-250 -6.42043 0
-250 -6.13507 0
-250 -5.84972 0
-250 -5.56437 0
-250 -5.27902 0
-250 -4.99367 0
-250 -4.70831 0
-250 -4.42296 0
-250 -4.13761 0
-250 -3.85226 0
-250 -3.5669 0
-250 -3.28155 0
-250 -2.9962 0
-250 -2.71085 0
-250 -2.42549 0
-250 -2.14014 0
-250 -1.85479 0
-250 -1.56944 0
-250 -1.28409 0
-250 -0.998733 0
-250 -0.713381 0
-250 -0.428028 0
-250 -0.142676 0
-250 0.142676 0
-250 0.428028 0
-250 0.713381 0
-250 0.998733 1
-250 1.28409 0
-250 1.56944 3
-250 1.85479 4
-250 2.14014 15
